id_proyek,P001,P002,F001,F002,F003,S001,S002,S003,D001,D002,A001,A002,FN001,FN002,FN003,M001,M002,M003
PROJ_0336,381.24,362.25,1041.08,964.23,829.61,734.94,887.78,966.01,553.26,558.66,558.06,565.71,1314.81,1034.67,956.69,660.56,621.51,780.72
PROJ_0337,331.56,428.8,473.13,484.6,431.44,528.27,371.71,422.5,261.62,388.27,472.56,330.17,328.55,385.34,367.69,463.48,351.73,454.32
PROJ_0338,423.02,393.7,710.66,992.84,867.08,888.72,863.85,1058.61,747.5,744.85,462.13,510.13,1903.8,2238.67,1990.88,861.12,992.99,988.47
PROJ_0339,266.34,272.83,307.12,316.48,294.53,240.8,270.82,337.74,234.76,232.54,282.8,256.02,254.74,297.75,243.14,284.59,288.98,301.52
PROJ_0340,56.61,66.9,51.4,52.17,58.98,55.16,79.12,77.89,40.0,55.4,61.22,65.93,70.44,62.88,51.64,48.86,60.92,71.96
PROJ_0341,526.05,485.22,1038.21,1490.14,1189.64,1520.95,1515.02,1267.4,844.0,975.37,513.29,598.16,2162.21,1704.17,1938.65,625.9,679.16,847.09
PROJ_0342,80.45,79.96,61.7,73.47,69.77,94.77,84.08,92.99,49.43,56.47,79.82,68.19,75.82,72.34,86.17,62.61,84.54,69.17
PROJ_0343,282.83,289.78,346.15,452.85,444.88,499.69,503.72,448.74,299.69,348.47,247.39,346.48,953.96,1021.17,906.89,542.89,465.67,555.53
PROJ_0344,541.88,500.58,337.1,387.62,347.67,466.99,348.38,425.31,259.21,303.39,612.61,634.15,910.28,941.05,817.86,1108.36,1067.86,1199.76
PROJ_0345,444.11,506.95,1106.25,1019.51,1036.8,1025.92,1274.02,1419.97,1010.17,889.31,433.95,565.82,1406.84,1641.07,1953.92,654.77,579.45,619.96
PROJ_0346,371.28,307.31,758.25,696.34,666.7,704.01,886.98,752.94,625.69,557.57,318.63,371.74,1790.49,1754.9,2010.8,831.34,795.9,737.64
PROJ_0347,528.21,549.66,792.5,974.02,989.61,863.9,1106.09,1085.48,671.87,806.14,477.44,456.62,1219.95,1333.0,1221.81,917.22,702.93,711.19
PROJ_0348,384.68,292.56,398.22,347.11,434.75,432.24,329.59,336.08,243.9,344.87,391.87,354.43,321.27,419.55,321.43,395.18,403.45,335.02
PROJ_0349,471.93,418.81,1075.66,1340.72,1217.73,1179.86,1053.03,928.04,817.77,753.77,437.46,484.8,2482.02,2576.68,2113.11,1083.68,896.61,855.76
PROJ_0350,237.95,303.97,510.38,538.4,481.91,640.58,663.22,557.91,510.79,352.19,231.21,280.62,585.67,487.95,553.72,251.31,276.86,288.27
PROJ_0351,684.93,565.79,508.46,494.98,444.97,475.85,631.04,466.09,428.59,329.72,699.97,545.56,854.54,773.56,601.95,930.76,899.81,807.86
PROJ_0352,264.78,318.42,802.67,681.41,842.16,730.74,666.66,837.37,493.56,533.29,318.11,290.09,972.83,1187.24,1118.64,498.89,453.47,436.29
PROJ_0353,162.81,201.03,569.43,581.19,736.54,651.31,620.82,484.45,367.59,431.99,197.74,177.42,435.74,471.8,559.17,193.98,146.41,147.12
PROJ_0354,92.26,85.01,311.13,259.94,324.14,373.93,399.95,396.97,222.61,198.72,95.04,110.51,252.12,288.83,281.28,90.55,110.41,108.49
PROJ_0355,261.66,300.39,542.61,554.62,614.93,753.74,733.36,588.61,610.62,475.77,263.73,293.32,1139.78,1030.46,1143.5,338.64,405.39,437.91
PROJ_0356,228.82,215.43,226.84,162.72,183.23,240.21,242.48,249.16,175.4,124.7,289.46,239.9,302.28,272.95,320.76,352.39,389.27,300.11
PROJ_0357,174.36,194.74,319.96,429.78,366.45,448.96,363.41,381.08,334.89,294.39,188.52,189.72,883.71,1046.52,864.91,377.09,428.99,401.18
PROJ_0358,392.71,340.34,295.62,243.32,230.53,322.03,294.42,289.83,232.79,166.0,457.66,431.89,594.72,568.6,530.41,889.38,647.71,683.25
PROJ_0359,120.56,121.41,193.6,252.15,224.92,280.74,205.72,201.34,189.02,154.11,113.12,90.23,249.08,259.8,254.36,132.53,130.06,109.49
PROJ_0360,666.26,804.56,1951.45,1982.05,1845.69,1345.77,1799.84,1801.17,1185.04,1270.0,758.93,872.4,2908.48,3978.05,2855.09,1299.61,1186.39,1377.41
PROJ_0361,392.43,518.97,299.95,339.61,266.99,261.19,357.84,348.39,238.67,263.97,532.57,485.28,869.02,796.88,784.32,830.28,703.99,787.92
PROJ_0362,449.97,441.17,1138.47,1282.33,1072.18,1216.11,1583.47,1296.46,877.16,971.76,388.61,444.37,1446.7,1265.8,1265.52,384.99,417.52,377.59
PROJ_0363,80.84,115.79,196.3,201.36,168.35,252.16,192.9,214.26,183.59,158.87,118.42,89.26,219.39,240.62,206.01,108.76,96.69,111.15
PROJ_0364,496.84,461.68,1002.91,884.28,880.35,865.99,1018.17,1082.92,723.19,610.24,434.53,470.71,1004.09,736.69,726.75,412.13,363.05,509.06
PROJ_0365,106.18,110.97,234.11,257.45,313.75,239.81,193.57,216.09,208.73,209.47,103.27,122.19,454.84,564.46,465.58,246.91,257.51,190.35
PROJ_0366,65.02,55.49,102.92,90.86,99.64,144.73,98.96,138.37,73.13,89.02,70.13,83.84,145.14,143.86,181.42,107.94,106.89,80.23
PROJ_0367,343.06,431.1,789.62,790.03,697.04,754.81,984.03,910.96,516.57,713.51,418.14,377.82,1819.43,2068.58,1803.59,782.91,822.91,666.52
PROJ_0368,314.44,251.64,172.26,192.13,185.75,191.11,207.53,227.35,159.5,160.87,257.28,275.62,454.58,363.87,493.02,496.29,487.56,482.58
PROJ_0369,624.73,639.68,1425.36,1413.73,1234.33,1328.09,1701.24,1259.65,1100.01,1103.4,751.24,842.15,3589.51,4067.93,3928.01,1211.91,1226.38,1283.06
PROJ_0370,314.72,335.97,293.8,292.46,313.39,386.8,389.13,430.82,231.87,251.92,390.15,354.01,341.14,334.22,273.14,380.77,345.52,338.43
PROJ_0371,208.44,196.33,185.06,226.16,205.99,153.03,180.51,220.35,129.9,132.05,233.32,249.12,273.78,292.42,216.89,360.08,357.53,310.16
PROJ_0372,626.16,527.89,1167.96,1050.95,964.73,1303.73,988.06,1134.12,731.66,754.05,619.68,603.47,1572.95,1765.9,1448.44,1063.98,954.64,932.94
PROJ_0373,354.36,326.77,301.16,271.81,254.96,326.64,268.4,323.34,196.67,246.76,383.2,361.16,712.3,570.99,778.63,841.28,706.74,699.75
PROJ_0374,224.55,200.28,185.2,135.05,187.23,177.41,187.86,167.05,105.43,151.45,249.15,196.73,282.61,208.1,206.85,238.82,275.47,236.43
PROJ_0375,409.01,365.24,1678.95,1742.18,1652.68,1240.29,1559.51,1267.91,1131.17,1052.43,404.23,355.86,1448.82,1506.28,1366.02,506.34,501.15,374.84
PROJ_0376,481.79,414.42,585.06,507.32,699.67,705.31,586.49,613.55,455.81,516.98,550.5,436.8,1453.83,1524.81,1407.29,883.48,742.89,764.76
PROJ_0377,332.31,403.43,975.45,934.11,1138.84,1346.93,1123.13,917.37,892.9,802.19,370.03,315.24,831.4,973.43,1123.03,331.21,307.13,341.02
PROJ_0378,352.3,271.29,413.45,409.7,364.15,418.22,407.57,326.12,207.98,236.37,282.2,326.05,373.6,367.4,295.15,310.86,260.68,325.65
PROJ_0379,255.03,363.21,708.71,547.35,667.28,698.3,761.75,673.18,433.44,522.06,274.26,340.75,1367.45,1659.29,1747.73,521.47,593.35,675.73
PROJ_0380,384.27,455.81,1138.84,1003.71,1207.1,980.96,1026.42,836.48,574.9,582.74,515.74,511.96,997.26,781.3,897.04,496.59,475.02,375.72
PROJ_0381,741.84,553.57,445.13,594.59,509.25,445.82,479.78,560.14,289.63,376.71,637.92,578.55,1034.17,1088.32,941.95,1232.46,1350.52,1320.17
PROJ_0382,307.17,319.95,815.25,819.93,844.88,955.3,784.8,860.86,587.97,645.9,335.39,291.33,822.1,868.31,903.22,274.66,276.1,304.72
PROJ_0383,355.29,437.91,878.32,950.53,1028.42,1060.37,949.64,822.83,713.95,781.81,505.55,487.08,754.76,935.3,993.08,462.21,463.02,431.03
PROJ_0384,247.88,215.67,589.04,797.42,829.97,886.19,723.98,649.41,514.4,641.34,249.65,278.87,660.64,719.52,786.79,210.0,278.62,243.69
PROJ_0385,247.37,249.5,355.09,325.9,340.41,377.29,328.02,379.27,289.52,214.09,340.54,284.32,286.01,297.25,352.81,249.12,299.86,330.18
PROJ_0386,180.65,239.02,503.65,357.97,368.58,560.08,413.9,391.51,404.33,396.17,227.33,218.4,499.77,454.63,455.12,243.42,227.12,214.31
PROJ_0387,255.22,267.33,808.2,756.41,784.38,987.49,851.68,713.89,585.18,572.04,298.35,261.58,730.61,900.55,646.96,232.21,301.92,272.41
PROJ_0388,457.65,468.3,323.62,226.98,307.92,327.76,267.05,354.74,211.57,254.11,458.5,444.71,593.87,801.44,703.08,662.01,666.03,916.62
PROJ_0389,228.3,274.43,707.81,601.75,678.3,650.57,855.61,830.59,483.23,534.09,286.07,338.63,948.04,1014.64,1159.77,342.59,404.0,333.54
PROJ_0390,410.84,371.32,776.33,631.87,558.83,815.51,811.73,775.47,575.27,473.96,449.25,346.54,862.06,1150.63,1074.88,525.19,497.1,694.29
PROJ_0391,149.54,159.8,103.02,94.75,109.23,154.42,121.59,130.02,103.69,96.33,207.2,201.01,307.81,312.66,330.3,383.76,395.32,303.82
PROJ_0392,292.4,298.88,167.44,209.27,167.78,179.69,229.6,179.94,140.68,137.91,337.57,285.99,490.36,508.52,478.28,642.9,612.07,524.21
PROJ_0393,66.57,56.95,76.05,84.98,98.58,89.21,106.88,97.68,76.23,60.22,69.62,57.73,120.7,137.5,140.22,89.25,85.43,69.15
PROJ_0394,613.36,524.71,591.53,789.7,757.61,830.02,760.3,755.16,577.88,467.21,523.79,680.76,1895.48,1722.28,1582.32,1172.75,965.6,923.76
PROJ_0395,230.1,291.49,188.17,147.37,150.59,206.28,201.37,210.37,124.06,155.31,334.48,296.31,390.91,476.96,417.07,437.73,491.78,620.63
PROJ_0396,287.41,341.47,299.03,300.02,239.02,345.78,276.38,325.01,215.54,228.14,302.42,240.12,272.32,356.36,245.24,276.47,276.71,283.62
PROJ_0397,177.2,148.35,194.85,209.47,183.93,214.08,216.32,153.89,123.75,116.58,144.33,164.4,169.21,160.09,149.99,150.39,197.48,192.96
PROJ_0398,347.51,444.71,548.38,600.14,579.64,709.37,507.49,576.87,533.09,389.67,379.86,487.29,1549.81,1491.13,1549.12,901.86,715.06,873.23
PROJ_0399,818.07,844.18,1323.48,1253.48,1638.62,1462.51,1316.93,1831.08,1181.22,1096.68,632.07,639.58,4113.53,3667.34,3166.54,1389.63,1275.8,1244.91
PROJ_0400,605.04,677.66,783.23,830.6,878.18,943.42,829.82,794.83,577.09,666.32,770.83,604.25,2469.26,2406.09,1775.49,1077.42,1166.88,1093.03
PROJ_0401,590.82,476.05,872.18,775.81,848.94,941.62,858.12,1001.41,744.45,587.35,529.26,588.35,1729.77,1969.12,1850.39,1157.87,1289.86,1061.51
PROJ_0402,333.73,307.12,1098.83,1041.46,792.48,962.09,784.9,985.39,675.31,631.69,383.85,407.01,1370.48,1255.38,1342.83,476.22,550.22,558.12
PROJ_0403,494.48,517.79,1050.37,1002.29,1107.07,930.2,1100.92,891.42,700.22,822.26,601.17,606.92,1618.32,1726.24,1483.64,721.52,729.79,1030.19
PROJ_0404,320.22,328.98,799.52,651.27,731.57,919.67,942.12,735.37,620.54,515.63,383.04,291.62,1222.08,999.98,1172.52,476.75,417.44,505.36
PROJ_0405,121.88,120.6,164.09,193.2,180.19,200.77,191.85,201.36,120.28,135.67,99.65,104.34,224.7,233.64,293.77,161.56,128.22,176.68
PROJ_0406,717.47,710.31,928.21,983.84,850.41,1071.51,1066.54,836.65,753.2,734.53,730.15,761.84,1959.8,1972.85,2170.12,1350.29,1420.29,1418.37
PROJ_0407,317.85,345.37,763.39,1033.8,723.29,985.04,805.65,989.81,670.0,583.52,309.3,319.0,761.83,944.13,763.54,249.65,250.81,303.57
PROJ_0408,254.54,237.88,772.01,712.14,768.7,899.74,722.74,649.88,469.45,571.03,233.31,200.08,792.0,812.51,619.18,202.15,202.8,218.69
PROJ_0409,673.82,613.06,406.89,486.68,411.38,520.9,520.31,573.32,401.39,452.6,515.84,709.7,597.09,680.23,850.08,953.05,769.41,882.34
PROJ_0410,454.01,489.95,1318.21,1013.15,1250.85,1185.08,1127.18,1430.32,1111.66,815.08,464.3,451.43,1377.09,1123.26,1197.76,353.57,373.45,384.11
PROJ_0411,533.01,499.82,670.62,889.01,852.99,790.18,993.47,754.61,589.96,689.65,598.8,547.75,1814.3,1915.55,2007.41,1105.62,1117.43,1040.51
PROJ_0412,46.24,40.48,43.59,41.76,36.64,45.93,33.56,39.2,29.67,30.03,54.31,58.55,54.26,53.59,59.52,62.42,58.59,81.03
PROJ_0413,72.82,76.68,95.81,87.17,105.29,139.41,101.61,100.61,71.5,95.56,78.23,75.69,133.05,176.47,158.67,83.9,89.23,97.24
PROJ_0414,449.16,572.57,954.26,914.7,1030.77,1124.26,849.35,1110.65,692.16,732.71,521.78,493.06,913.35,835.75,966.11,447.17,561.61,488.62
PROJ_0415,847.75,707.02,2007.25,1459.98,1631.48,1352.39,1322.12,1899.48,1285.84,1242.41,799.05,810.75,3902.62,4180.51,3840.8,1626.06,1349.43,1761.05
PROJ_0416,151.17,177.56,771.93,584.03,573.54,580.76,596.17,720.21,506.42,439.99,221.19,196.59,641.4,501.32,555.54,151.01,149.46,201.29
PROJ_0417,191.49,230.32,243.72,183.71,221.37,266.91,287.35,228.64,215.1,205.72,239.62,216.23,245.08,254.58,208.22,270.55,262.94,224.69
PROJ_0418,440.44,408.28,446.61,457.29,327.28,308.29,346.45,432.62,258.63,311.39,431.52,401.1,586.51,517.77,477.29,496.05,512.2,519.08
PROJ_0419,277.16,305.58,540.9,484.16,530.87,621.05,771.53,617.01,391.77,484.01,342.18,326.6,664.81,686.38,618.01,351.0,238.3,332.24
PROJ_0420,272.56,278.25,472.83,531.9,418.82,546.34,495.03,544.88,408.4,358.26,225.52,236.25,1270.71,1276.87,1307.61,405.74,537.77,512.9
PROJ_0421,406.43,467.49,411.45,393.75,353.19,405.0,371.47,384.04,302.42,376.3,547.88,525.73,666.07,635.89,533.3,667.32,667.29,780.61
PROJ_0422,60.06,58.26,149.72,173.93,135.52,135.28,133.15,145.83,106.59,106.54,53.72,59.76,137.19,116.22,145.63,57.7,60.94,60.38
PROJ_0423,56.46,66.02,100.0,119.14,121.5,145.53,133.17,151.08,106.61,87.19,66.35,68.64,104.73,121.11,105.88,61.47,48.57,63.43
PROJ_0424,679.49,726.52,1137.72,1513.76,1401.75,1621.78,1430.53,1325.6,1094.19,1322.67,667.27,801.47,2877.98,3816.21,3142.77,1376.77,1329.73,1186.57
PROJ_0425,412.07,412.87,738.47,870.3,723.22,938.68,792.82,678.8,522.39,563.94,442.56,545.42,1176.46,1132.39,1094.15,631.73,688.36,559.88
PROJ_0426,33.74,35.93,101.61,125.29,94.76,111.21,149.43,154.31,93.14,93.43,43.27,31.76,113.58,98.27,112.36,46.55,42.96,46.57
PROJ_0427,624.45,593.08,835.08,806.24,747.1,764.61,840.53,753.25,603.17,520.57,622.26,544.62,1738.55,1894.26,1639.19,1347.29,1112.87,1069.82
PROJ_0428,172.89,242.25,223.72,205.88,191.32,257.27,276.05,223.13,145.51,143.76,170.94,233.79,254.01,254.99,237.21,184.22,253.7,198.33
PROJ_0429,201.62,232.19,141.63,195.32,207.17,175.83,176.25,151.45,95.2,128.69,239.35,268.12,304.7,331.94,339.93,463.67,481.72,511.66
PROJ_0430,158.66,172.36,350.6,389.32,410.23,493.03,469.66,449.44,362.75,391.03,167.86,175.43,701.12,720.04,732.34,229.06,263.27,300.67
PROJ_0431,43.63,44.32,136.11,96.36,123.38,142.97,107.88,136.16,90.1,104.07,57.45,56.76,141.2,188.57,199.83,71.72,71.16,55.95
PROJ_0432,216.6,155.2,438.64,554.74,559.27,623.99,516.48,454.12,377.37,318.88,236.01,210.37,683.84,591.42,684.05,326.06,307.54,236.9
PROJ_0433,50.8,56.27,123.56,172.52,155.95,135.49,180.33,153.19,105.6,120.89,51.3,62.82,250.82,258.25,206.61,93.23,78.56,90.32
PROJ_0434,389.5,444.33,938.18,1270.61,1247.15,1110.5,1319.47,995.78,947.07,788.82,399.79,501.36,1600.43,1639.53,1633.3,533.81,531.72,674.22
PROJ_0435,364.19,284.15,330.13,362.66,368.75,431.82,369.6,389.07,286.32,256.73,285.07,278.19,393.65,305.39,365.08,357.69,333.07,393.29
PROJ_0436,369.14,276.71,759.7,685.91,642.14,820.68,808.4,695.39,652.93,579.75,380.24,302.04,1559.05,1673.73,1799.35,687.49,755.97,619.04
PROJ_0437,212.93,221.95,653.66,655.03,682.84,541.97,701.38,771.98,486.73,419.34,236.3,171.36,552.13,513.48,582.61,190.61,196.31,230.73
PROJ_0438,450.06,456.66,629.07,614.05,488.08,402.1,525.27,568.29,370.88,321.24,497.83,484.79,465.81,519.98,505.62,484.5,483.92,483.46
PROJ_0439,374.53,365.45,669.81,645.31,615.52,578.28,734.71,719.5,463.2,465.99,361.0,475.92,1060.56,949.64,890.53,608.89,562.37,662.07
PROJ_0440,87.79,86.9,91.44,78.44,92.71,108.92,83.73,95.57,76.57,80.71,115.53,102.1,138.08,131.07,148.02,163.76,146.07,176.5
PROJ_0441,450.17,389.35,1649.8,1897.77,1741.49,1356.39,1599.52,1346.83,1091.12,1084.21,401.83,419.8,1578.19,1207.22,1502.47,476.93,452.83,382.19
PROJ_0442,464.28,458.89,435.82,500.96,484.76,312.78,351.15,333.17,334.23,251.1,494.5,588.75,897.22,781.27,937.3,883.26,850.56,877.11
PROJ_0443,220.22,277.03,395.33,427.53,360.3,464.25,506.39,402.52,372.36,327.58,277.28,227.2,615.31,584.56,688.25,405.73,334.77,411.62
PROJ_0444,268.86,241.42,582.16,604.16,580.69,648.33,915.59,680.37,601.89,589.74,245.22,205.66,721.19,734.1,718.69,203.75,253.79,193.23
PROJ_0445,620.64,583.53,898.31,1120.71,868.62,1287.93,1266.67,1036.58,736.17,682.63,756.73,681.79,1216.63,1503.59,1248.98,924.7,901.42,748.32
PROJ_0446,667.36,536.17,803.11,833.94,936.09,866.85,1014.06,818.55,722.36,565.22,684.45,528.0,2358.98,2333.61,1929.35,1196.35,1231.35,1078.37
PROJ_0447,105.91,106.86,99.99,85.05,115.6,92.13,114.53,91.61,67.99,64.01,93.59,104.53,99.85,105.91,105.93,84.75,81.47,103.96
PROJ_0448,155.37,149.72,328.78,411.5,303.88,423.91,341.47,427.47,283.16,318.34,130.19,162.09,471.02,589.05,465.54,182.14,238.32,181.26
PROJ_0449,481.83,611.84,1217.16,1236.41,1007.67,1204.67,1321.56,1018.32,944.16,726.9,673.08,609.32,2700.25,2690.96,2362.42,1016.25,1181.39,1100.74
PROJ_0450,76.49,66.38,135.59,120.56,110.01,163.2,138.98,140.15,120.21,95.41,96.41,88.29,199.06,168.92,155.11,110.58,91.18,93.94
PROJ_0451,573.05,601.56,478.68,603.34,651.3,555.22,563.63,546.62,327.48,347.52,705.46,636.56,769.77,819.36,615.88,768.94,875.96,670.47
PROJ_0452,240.67,262.89,203.61,179.04,212.48,184.13,248.37,180.26,178.68,155.86,246.26,253.57,257.42,287.55,333.42,393.25,303.69,375.35
PROJ_0453,234.26,231.22,198.9,167.94,240.36,216.11,212.96,248.91,148.52,185.96,170.24,224.74,243.19,245.65,239.75,235.4,186.87,243.27
PROJ_0454,231.89,200.72,228.29,200.46,246.21,235.27,209.44,209.61,163.05,128.48,234.26,181.36,169.56,158.83,226.27,226.77,165.95,170.46
PROJ_0455,51.7,46.16,57.78,43.47,53.85,46.13,47.72,46.94,30.32,31.26,47.24,48.4,78.62,60.19,60.91,67.39,87.28,92.64
PROJ_0456,537.86,503.71,1301.74,1112.49,1323.15,1187.02,849.05,1055.22,698.59,643.56,548.75,387.13,1052.75,1152.25,957.07,457.18,502.4,540.75
PROJ_0457,209.69,210.67,488.06,550.35,430.27,407.85,513.66,373.44,259.21,323.2,205.26,221.1,613.6,622.33,587.44,334.68,361.7,371.13
PROJ_0458,751.89,749.02,1715.28,1862.96,1826.78,1258.7,1744.56,1706.24,995.96,866.9,744.95,697.58,3687.17,3385.49,2784.57,1204.05,1546.19,1093.02
PROJ_0459,420.35,352.04,753.45,777.52,691.22,896.15,910.17,704.58,583.42,674.46,418.04,390.85,853.3,647.47,650.71,408.19,413.7,432.31
PROJ_0460,641.22,739.93,521.52,435.85,493.32,568.85,477.44,512.17,347.52,455.18,701.46,665.09,997.23,1002.03,1073.88,1533.63,1186.38,1344.61
PROJ_0461,558.17,651.87,740.77,942.89,972.13,1086.42,884.75,1140.97,778.25,594.95,706.06,800.66,2089.05,2152.93,2377.16,1114.89,1609.27,1179.44
PROJ_0462,287.95,284.92,340.93,409.79,400.63,379.26,330.0,318.92,225.99,193.84,447.83,384.21,436.02,446.69,496.24,474.08,577.53,577.72
PROJ_0463,625.08,440.62,396.75,451.71,521.08,596.23,521.78,444.82,319.47,385.99,525.2,606.72,777.31,655.29,652.18,669.97,741.68,887.81
PROJ_0464,696.79,637.13,1243.25,1236.92,1569.95,1696.74,1635.63,1623.81,1016.97,1181.09,648.63,921.29,3037.65,3577.13,2952.84,1644.94,1278.91,1726.87
PROJ_0465,380.18,524.67,658.85,557.93,546.2,643.17,771.59,780.74,431.58,466.92,443.92,421.13,1640.8,1454.44,1379.74,1066.15,1022.37,1031.84
PROJ_0466,46.0,65.77,48.41,47.07,37.8,59.92,52.61,58.42,39.94,42.06,65.82,71.39,62.76,62.1,76.49,84.65,87.96,91.66
PROJ_0467,149.79,163.92,136.35,168.11,123.93,170.37,186.93,145.7,109.45,108.45,150.78,141.88,123.95,170.01,129.63,149.0,152.57,120.0
PROJ_0468,98.92,140.26,125.76,95.98,131.89,130.24,107.74,139.18,94.38,83.26,135.83,108.15,107.83,107.27,130.62,127.73,137.03,105.22
PROJ_0469,589.82,544.66,407.25,359.05,497.26,434.86,510.66,494.58,282.87,422.56,645.38,570.2,709.22,655.31,726.22,677.69,776.77,741.58
PROJ_0470,94.45,94.1,109.73,152.4,103.19,113.21,133.67,147.58,89.28,103.76,111.52,85.77,382.01,299.1,338.23,162.1,208.09,218.15
PROJ_0471,509.06,514.03,735.41,648.65,962.7,921.49,924.76,1049.37,730.44,725.85,603.4,602.21,1847.14,1891.44,1909.82,1034.91,1139.34,1183.25
PROJ_0472,304.83,285.83,751.9,785.95,861.93,787.34,639.66,591.44,486.56,455.59,316.24,393.27,575.8,612.18,719.43,331.21,269.8,285.34
PROJ_0473,360.68,258.44,809.5,857.8,695.94,920.86,733.25,772.06,568.15,736.4,294.8,283.44,1348.16,996.22,1326.77,488.53,474.97,507.13
PROJ_0474,336.93,260.86,1334.64,1309.02,1288.87,1069.58,1029.0,1034.5,597.71,741.44,324.3,328.62,864.76,916.35,977.54,300.14,366.12,334.39
PROJ_0475,396.73,401.09,1333.31,1195.71,1407.24,1184.64,1097.86,1301.89,1084.79,1178.23,619.29,533.48,2091.05,1539.08,1912.23,869.57,712.59,880.22
PROJ_0476,169.48,160.7,481.72,554.7,440.99,587.7,455.27,576.24,390.3,331.99,224.73,224.37,719.92,636.93,610.26,338.55,304.04,321.6
PROJ_0477,156.64,164.34,104.66,120.85,129.09,111.98,114.46,140.23,111.08,103.01,128.12,186.9,155.33,162.08,215.98,241.41,255.83,244.51
PROJ_0478,292.75,252.21,171.26,216.92,210.54,191.02,192.14,186.02,136.96,168.44,236.76,286.87,541.48,467.85,450.88,510.57,457.92,491.17
PROJ_0479,339.16,345.04,292.51,311.23,271.89,438.75,315.85,354.42,311.45,227.85,436.52,500.0,518.55,448.26,554.76,652.53,574.86,497.99
PROJ_0480,382.62,538.41,737.33,678.96,799.89,1020.42,701.68,718.33,614.12,679.91,511.17,598.17,973.8,1114.84,1120.18,668.9,711.08,797.66
PROJ_0481,262.57,310.9,243.15,290.08,269.05,263.67,218.87,306.69,219.48,213.45,355.0,263.44,354.53,328.22,408.85,372.03,377.21,456.53
PROJ_0482,472.26,617.73,1538.33,1804.75,1948.61,1622.45,1375.67,1274.01,924.49,944.48,631.85,575.13,1901.71,1881.53,2499.81,718.53,781.61,838.13
PROJ_0483,66.41,96.98,69.69,89.06,87.28,102.59,96.83,101.14,64.31,66.1,89.7,85.27,83.38,73.22,74.97,78.3,66.71,80.26
PROJ_0484,70.9,90.8,63.82,60.47,63.57,51.92,53.46,70.05,52.92,51.31,100.56,102.23,161.64,160.74,161.54,146.84,146.08,167.17
PROJ_0485,66.73,72.93,184.91,180.19,220.29,195.96,245.75,189.67,149.5,152.13,60.71,52.89,177.05,185.14,183.24,73.54,54.05,63.07
PROJ_0486,193.16,277.83,352.68,376.95,367.84,321.99,374.24,320.7,292.06,243.78,240.25,294.67,896.41,937.39,653.01,425.34,436.24,459.66
PROJ_0487,214.87,199.08,202.03,160.96,195.23,227.11,207.36,187.49,126.72,123.62,258.28,232.39,222.23,324.04,290.1,370.65,317.74,385.15
PROJ_0488,379.2,376.72,597.95,598.24,517.0,403.13,437.16,522.3,392.52,323.79,355.36,459.57,472.29,417.9,445.33,515.02,387.04,443.58
PROJ_0489,223.5,218.2,736.79,668.97,644.03,599.71,763.6,602.28,416.34,511.24,220.2,256.72,696.53,731.52,602.55,214.76,254.6,206.93
PROJ_0490,507.56,456.7,1447.53,1679.54,1443.69,1195.09,1334.02,1308.52,1028.79,1253.42,431.72,514.41,1386.16,1088.93,1187.17,529.98,470.83,529.66
PROJ_0491,121.97,143.43,439.09,471.35,319.68,514.4,416.71,494.49,322.47,324.99,124.58,149.34,358.62,394.77,405.53,144.81,130.5,141.52
PROJ_0492,392.18,419.64,562.64,570.07,594.02,588.02,507.61,620.18,349.62,373.49,469.98,409.87,1313.97,1571.37,1175.7,637.37,666.35,708.36
PROJ_0493,249.69,254.27,235.0,206.56,230.99,203.03,270.22,263.42,148.16,206.43,253.13,211.43,241.4,238.3,196.32,200.9,245.78,268.71
PROJ_0494,262.78,261.92,215.97,199.15,167.62,179.26,216.94,209.81,159.25,117.11,272.65,281.22,375.69,374.16,472.95,545.06,540.03,462.47
PROJ_0495,437.18,352.82,371.46,439.18,402.81,568.93,474.13,399.71,281.53,380.23,378.71,381.55,422.71,394.85,456.33,433.5,368.24,485.66
PROJ_0496,126.63,136.29,139.47,182.8,158.89,190.97,175.91,229.39,124.21,162.19,162.47,134.8,400.9,414.3,520.15,273.4,265.68,212.55
PROJ_0497,449.39,328.82,215.34,239.32,260.45,335.04,322.87,254.31,199.63,233.99,425.36,366.01,630.16,690.62,781.96,840.07,636.31,853.7
PROJ_0498,203.48,258.74,431.01,397.69,446.2,448.51,444.66,511.77,400.27,410.05,216.75,186.84,449.1,440.03,397.21,261.81,268.86,185.48
PROJ_0499,534.1,505.44,720.04,839.03,677.76,724.79,1048.44,923.36,573.94,624.07,610.55,504.72,1385.25,1370.14,1119.57,772.57,762.39,794.12
PROJ_0500,398.9,346.01,244.02,294.1,311.92,340.76,319.45,257.76,181.39,250.17,458.48,500.44,607.74,676.49,820.29,732.26,695.15,894.75
PROJ_0501,230.39,262.14,430.16,406.92,298.84,403.81,471.49,396.2,350.72,314.05,202.93,241.39,598.43,458.51,520.51,361.92,287.32,312.8
PROJ_0502,494.94,510.7,926.81,1088.12,1076.52,1001.25,874.48,1122.48,660.38,836.93,476.03,440.51,940.75,932.07,1076.3,407.44,538.78,373.77
PROJ_0503,469.21,494.71,811.3,702.52,950.45,883.11,725.73,782.38,634.72,495.23,482.57,446.17,921.08,1199.4,984.73,745.81,652.92,639.09
