id_proyek,tipe_proyek,luas,lantai,spek,lokasi,tahun
PROJ_0868,ruko,387,3,premium,jawa_barat,2022
PROJ_0869,gedung_sekolah,155,2,menengah,luar_jawa,2023
PROJ_0870,rumah_tinggal,486,3,standar,jawa_barat,2020
PROJ_0871,kantor,313,1,standar,jawa_tengah,2022
PROJ_0872,gedung_sekolah,496,1,menengah,luar_jawa,2022
PROJ_0873,gedung_sekolah,474,3,premium,jawa_tengah,2021
PROJ_0874,kantor,84,3,standar,luar_jawa,2023
PROJ_0875,rumah_tinggal,304,3,menengah,luar_jawa,2020
PROJ_0876,rumah_tinggal,322,1,standar,jawa_tengah,2023
PROJ_0877,kantor,351,3,menengah,jawa_timur,2022
PROJ_0878,gedung_sekolah,74,1,standar,luar_jawa,2021
PROJ_0879,kantor,380,1,menengah,jawa_barat,2023
PROJ_0880,gedung_sekolah,147,2,premium,luar_jawa,2020
PROJ_0881,kantor,252,2,standar,jawa_timur,2020
PROJ_0882,rumah_tinggal,299,3,premium,jawa_barat,2023
PROJ_0883,rumah_tinggal,189,3,menengah,jawa_barat,2023
PROJ_0884,ruko,494,2,premium,jawa_tengah,2023
PROJ_0885,ruko,298,1,premium,jawa_tengah,2021
PROJ_0886,kantor,347,1,premium,luar_jawa,2021
PROJ_0887,gedung_sekolah,395,1,standar,luar_jawa,2021
PROJ_0888,ruko,135,2,standar,luar_jawa,2020
PROJ_0889,gedung_sekolah,483,1,standar,jawa_tengah,2023
PROJ_0890,gedung_sekolah,403,3,premium,luar_jawa,2023
PROJ_0891,gedung_sekolah,123,3,standar,jawa_tengah,2022
PROJ_0892,ruko,482,3,menengah,jawa_barat,2022
PROJ_0893,rumah_tinggal,209,1,premium,jawa_tengah,2020
PROJ_0894,kantor,216,3,menengah,jawa_tengah,2022
PROJ_0895,gedung_sekolah,259,1,standar,jawa_timur,2022
PROJ_0896,gedung_sekolah,332,3,premium,jawa_timur,2022
PROJ_0897,gedung_sekolah,317,3,premium,luar_jawa,2021
PROJ_0898,rumah_tinggal,469,2,menengah,jawa_timur,2020
PROJ_0899,gedung_sekolah,229,1,premium,jawa_tengah,2020
PROJ_0900,kantor,444,3,premium,jawa_barat,2020
PROJ_0901,ruko,424,1,menengah,jawa_barat,2021
PROJ_0902,ruko,363,1,menengah,jawa_barat,2022
PROJ_0903,ruko,441,1,menengah,jawa_tengah,2020
PROJ_0904,gedung_sekolah,472,2,menengah,jawa_tengah,2022
PROJ_0905,gedung_sekolah,251,2,menengah,jawa_tengah,2022
PROJ_0906,gedung_sekolah,305,1,premium,jawa_tengah,2022
PROJ_0907,ruko,346,1,menengah,jawa_timur,2021
PROJ_0908,ruko,402,2,standar,jawa_timur,2020
PROJ_0909,gedung_sekolah,54,2,premium,jawa_barat,2021
PROJ_0910,kantor,481,2,standar,luar_jawa,2023
PROJ_0911,ruko,135,2,standar,luar_jawa,2020
PROJ_0912,gedung_sekolah,302,1,menengah,luar_jawa,2021
PROJ_0913,gedung_sekolah,195,1,premium,luar_jawa,2020
PROJ_0914,gedung_sekolah,273,3,standar,jawa_barat,2020
PROJ_0915,rumah_tinggal,223,1,standar,jawa_timur,2023
PROJ_0916,rumah_tinggal,228,3,menengah,jawa_tengah,2020
PROJ_0917,kantor,73,2,standar,luar_jawa,2022
PROJ_0918,gedung_sekolah,495,3,premium,jawa_barat,2023
PROJ_0919,rumah_tinggal,330,2,menengah,jawa_timur,2021
PROJ_0920,rumah_tinggal,98,2,premium,luar_jawa,2021
PROJ_0921,ruko,52,1,menengah,jawa_barat,2022
PROJ_0922,ruko,207,3,menengah,jawa_barat,2021
PROJ_0923,gedung_sekolah,480,2,menengah,jawa_timur,2020
PROJ_0924,rumah_tinggal,130,3,menengah,jawa_barat,2022
PROJ_0925,ruko,176,2,standar,jawa_timur,2023
PROJ_0926,gedung_sekolah,216,1,standar,jawa_tengah,2021
PROJ_0927,ruko,470,3,standar,jawa_barat,2023
PROJ_0928,kantor,458,1,premium,jawa_timur,2021
PROJ_0929,ruko,63,1,menengah,jawa_timur,2023
PROJ_0930,kantor,470,1,premium,jawa_timur,2022
PROJ_0931,rumah_tinggal,284,1,standar,luar_jawa,2023
PROJ_0932,rumah_tinggal,440,2,menengah,jawa_tengah,2022
PROJ_0933,ruko,220,3,standar,jawa_tengah,2021
PROJ_0934,kantor,494,1,standar,luar_jawa,2020
PROJ_0935,gedung_sekolah,485,1,standar,jawa_timur,2021
PROJ_0936,gedung_sekolah,403,1,menengah,luar_jawa,2022
PROJ_0937,rumah_tinggal,168,1,premium,jawa_barat,2023
PROJ_0938,gedung_sekolah,128,1,premium,jawa_timur,2022
PROJ_0939,kantor,438,1,menengah,luar_jawa,2022
PROJ_0940,kantor,286,3,premium,jawa_barat,2020
PROJ_0941,rumah_tinggal,488,2,premium,luar_jawa,2023
PROJ_0942,kantor,203,3,standar,luar_jawa,2022
PROJ_0943,ruko,94,3,menengah,jawa_tengah,2023
PROJ_0944,gedung_sekolah,175,2,menengah,jawa_timur,2021
PROJ_0945,kantor,288,3,menengah,jawa_tengah,2023
PROJ_0946,gedung_sekolah,136,3,menengah,jawa_barat,2021
PROJ_0947,rumah_tinggal,363,3,standar,luar_jawa,2021
PROJ_0948,rumah_tinggal,247,2,standar,jawa_tengah,2023
PROJ_0949,gedung_sekolah,215,1,menengah,jawa_barat,2021
PROJ_0950,gedung_sekolah,126,2,standar,jawa_tengah,2020
PROJ_0951,kantor,77,3,standar,jawa_timur,2020
PROJ_0952,rumah_tinggal,299,3,premium,jawa_timur,2022
PROJ_0953,kantor,242,1,standar,jawa_timur,2023
PROJ_0954,ruko,423,2,standar,luar_jawa,2020
PROJ_0955,kantor,52,1,premium,jawa_tengah,2020
PROJ_0956,gedung_sekolah,435,1,premium,jawa_barat,2021
PROJ_0957,rumah_tinggal,488,3,standar,jawa_tengah,2020
PROJ_0958,gedung_sekolah,213,2,standar,jawa_tengah,2022
PROJ_0959,ruko,470,3,premium,luar_jawa,2023
PROJ_0960,rumah_tinggal,54,1,standar,jawa_timur,2022
PROJ_0961,rumah_tinggal,58,2,menengah,jawa_tengah,2020
PROJ_0962,gedung_sekolah,468,1,standar,jawa_tengah,2020
PROJ_0963,gedung_sekolah,126,1,standar,jawa_barat,2022
PROJ_0964,rumah_tinggal,205,3,menengah,jawa_timur,2021
PROJ_0965,kantor,285,2,standar,luar_jawa,2022
PROJ_0966,ruko,405,1,premium,jawa_tengah,2022
PROJ_0967,rumah_tinggal,407,3,premium,jawa_barat,2022
PROJ_0968,ruko,338,3,menengah,jawa_timur,2022
PROJ_0969,ruko,476,1,premium,jawa_tengah,2021
PROJ_0970,gedung_sekolah,88,1,premium,luar_jawa,2021
PROJ_0971,ruko,140,2,standar,jawa_barat,2021
PROJ_0972,ruko,324,3,standar,luar_jawa,2023
PROJ_0973,kantor,211,1,menengah,jawa_timur,2023
PROJ_0974,ruko,93,2,standar,jawa_timur,2021
PROJ_0975,rumah_tinggal,120,2,standar,jawa_timur,2021
PROJ_0976,rumah_tinggal,122,2,premium,jawa_timur,2020
PROJ_0977,ruko,348,1,premium,jawa_tengah,2021
PROJ_0978,gedung_sekolah,410,1,menengah,jawa_barat,2023
PROJ_0979,ruko,370,3,menengah,luar_jawa,2020
PROJ_0980,rumah_tinggal,367,3,standar,luar_jawa,2023
PROJ_0981,rumah_tinggal,123,3,premium,jawa_barat,2020
PROJ_0982,kantor,309,2,menengah,jawa_tengah,2022
PROJ_0983,gedung_sekolah,277,1,premium,luar_jawa,2022
PROJ_0984,kantor,470,2,premium,jawa_tengah,2021
PROJ_0985,gedung_sekolah,497,1,standar,jawa_barat,2021
PROJ_0986,rumah_tinggal,273,2,standar,jawa_timur,2023
PROJ_0987,ruko,231,3,standar,jawa_barat,2020
PROJ_0988,gedung_sekolah,376,2,premium,jawa_timur,2020
PROJ_0989,gedung_sekolah,141,3,menengah,luar_jawa,2022
PROJ_0990,rumah_tinggal,319,1,premium,jawa_tengah,2022
PROJ_0991,kantor,491,1,standar,jawa_timur,2021
PROJ_0992,rumah_tinggal,265,3,premium,jawa_tengah,2021
PROJ_0993,ruko,256,3,premium,jawa_timur,2020
PROJ_0994,gedung_sekolah,407,3,premium,jawa_barat,2022
PROJ_0995,kantor,336,3,premium,luar_jawa,2023
PROJ_0996,ruko,455,2,standar,jawa_tengah,2021
PROJ_0997,rumah_tinggal,332,1,menengah,jawa_barat,2023
PROJ_0998,gedung_sekolah,393,2,premium,jawa_barat,2021
PROJ_0999,kantor,197,2,premium,jawa_tengah,2022
