,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"52.207,78"
,F,Harga Satuan Pekerjaan (D+E),,,,,"574.285,60"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan Kabel N2XSEBY 3 x 150 mm,,,
,SATUAN PEMBAYARAN,,,: m',,,
,KODE ANALASISA,,,: 5.1.1.5.25,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,179,"179.316,56","32.097,66"
,2,Tukang Listrik /Elektronik,L.02,OH,298,"184.316,56","54.926,34"
,3,Kepala Tukang,L.03,OH,30,"189.316,56","5.679,50"
,4,Mandor,L.04,OH,10,"194.316,56","1.943,17"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Kabel N2XSEBY 3 x 150 mm,,m,"1,2","726.000,00","871.200,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"965.846,66"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"96.584,67"
,F,Harga Satuan Pekerjaan (D+E),,,,,"1.062.431,33"
,,,,,,,
,JENIS PEKERJAAN,,,":Pemasangan 1 Unit Pompa Booster 450 lpm; Centrifugal End
 Suction",,,
,SATUAN PEMBAYARAN,,,: Unit,,,
,KODE ANALASISA,,,: 6.1.2.2,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,417,"179.316,56","74.775,01"
,2,Tukang Listrik /Elektronik,L.02,OH,696,"184.316,56","128.284,33"
,3,Kepala Tukang,L.03,OH,70,"189.316,56","13.252,16"
,4,Mandor,L.04,OH,21,"194.316,56","4.080,65"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Pompa Booster 450
 lpm (Centrifugal End
 Suction) + Material
 Bantu / Aksesoris",,Set,"1,025","15.300.000,00","15.682.500,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"15.902.892,14"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"1.590.289,21"
,F,Harga Satuan Pekerjaan (D+E),,,,,"17.493.181,36"
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 Unit Exhaust 600 x 400 mm,,,
,SATUAN PEMBAYARAN,,,: unit,,,
,KODE ANALASISA,,,: 5.5.2.34,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,64,"179.316,56","11.476,26"
,2,Tukang,L.02,OH,107,"184.316,56","19.721,87"
,3,Kepala Tukang,L.03,OH,11,"189.316,56","2.082,48"
,4,Mandor,L.04,OH,4,"194.316,56","777,27"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Exhaust, 600 x 400 mm dan aksesoris",,unit,"1,10","3.889.121,00","4.278.033,10"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"4.312.090,98"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"431.209,10"
,F,Harga Satuan Pekerjaan (D+E),,,,,"4.743.300,08"
,,,,,,,
,JENIS PEKERJAAN,,,": 1 m' Grill Penutup Saluran, Besi Siku + Plat Strip",,,
,SATUAN PEMBAYARAN,,,: m,,,
,KODE ANALASISA,,,: 8.1.3.11,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,339,"179.316,56","60.788,32"
,2,Tukang,L.02,OH,339,"184.316,56","62.483,32"
,3,Kepala Tukang,L.03,OH,34,"189.316,56","6.436,76"
,4,Mandor,L.04,OH,11,"194.316,56","2.137,48"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,Plat Strip 3/30 mm - 3 cm,,m,"10,000","20.083,33","200.833,33"
,2,Besi Siku 40.40.4,,m,"2,600","29.916,67","77.783,33"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"410.462,54"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"41.046,25"
,F,Harga Satuan Pekerjaan (D+E),,,,,"451.508,80"
,,,,,,,
,JENIS PEKERJAAN,,,": Pemasangan 1 m pipa BS SCH 40, DN. 2"" (50 mm)",,,
,SATUAN PEMBAYARAN,,,: m,,,
,KODE ANALASISA,,,: 6.4.4.22,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,138,"179.316,56","24.745,69"
,2,Tukang,L.02,OH,230,"184.316,56","42.392,81"
,3,Kepala Tukang,L.03,OH,23,"189.316,56","4.354,28"
,4,Mandor,L.04,OH,7,"194.316,56","1.360,22"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Pipa BS SCH 40 ;
 DN. 2"" (50 mm) +
 fitting & aksesoris",,m,"1,550","109.250,00","169.337,50"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"242.190,49"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"24.219,05"
,F,Harga Satuan Pekerjaan (D+E),,,,,"266.409,54"
,,,,,,Panjang kebutuhan,"2.664.095,42"
,,,,,,,
,,,,,,,
,JENIS PEKERJAAN,,,: Pemasangan 1 unit water Separator,,,
,SATUAN PEMBAYARAN,,,: Unit,,,
,KODE ANALASISA,,,:,,,
,No,Uraian,Kode,Satuan,Koefisien,"Harga Satuan
  (RP)","Jumlah Harga
  (RP)"
,A,Tenaga Kerja,,,,,
,1,Pekerja,L.01,OH,471,"179.316,56","84.458,10"
,2,Tukang,L.02,OH,"7,870","184.316,56","145.057,14"
,3,Kepala Tukang,L.03,OH,790,"189.316,56","14.956,01"
,4,Mandor,L.04,OH,240,"194.316,56","4.663,60"
,JUMLAH HARGA TENAGA KERJA,,,,,,
,B,BAHAN,,,,,
,1,"Water Separtor + Material
 Bantu",,unit,"1,3","2.750.000,00","3.575.000,00"
,JUMLAH HARGA BAHAN,,,,,,
,C,PERALATAN,,,,,
,,,,,,,
,JUMLAH HARGA ALAT,,,,,,
,D,"Jumlah Harga Tenaga Kerja, Bahan dan Peralatan (A+B+C)",,,,,"3.824.134,84"
,E,Biaya Umum dan Keuntungan (10% - 15%) x D,,,,10%,"382.413,48"
,F,Harga Satuan Pekerjaan (D+E),,,,,"4.206.548,33"
